horse1_Age,horse1_Weight (kg),horse1_Horse Weight (kg),horse1_average_time,horse2_Age,horse2_Weight (kg),horse2_Horse Weight (kg),horse2_average_time,horse3_Age,horse3_Weight (kg),horse3_Horse Weight (kg),horse3_average_time,horse4_Age,horse4_Weight (kg),horse4_Horse Weight (kg),horse4_average_time,horse5_Age,horse5_Weight (kg),horse5_Horse Weight (kg),horse5_average_time,horse6_Age,horse6_Weight (kg),horse6_Horse Weight (kg),horse6_average_time,horse7_Age,horse7_Weight (kg),horse7_Horse Weight (kg),horse7_average_time,horse8_Age,horse8_Weight (kg),horse8_Horse Weight (kg),horse8_average_time,horse9_Age,horse9_Weight (kg),horse9_Horse Weight (kg),horse9_average_time,horse10_Age,horse10_Weight (kg),horse10_Horse Weight (kg),horse10_average_time,horse11_Age,horse11_Weight (kg),horse11_Horse Weight (kg),horse11_average_time,horse12_Age,horse12_Weight (kg),horse12_Horse Weight (kg),horse12_average_time,horse13_Age,horse13_Weight (kg),horse13_Horse Weight (kg),horse13_average_time,horse14_Age,horse14_Weight (kg),horse14_Horse Weight (kg),horse14_average_time,horse15_Age,horse15_Weight (kg),horse15_Horse Weight (kg),horse15_average_time,horse16_Age,horse16_Weight (kg),horse16_Horse Weight (kg),horse16_average_time,target
4,55.0,484.0,96.6,4,55.0,458.0,95.8,4,55.0,440.0,96.6,4,55.0,450.0,96.7,4,55.0,440.0,97.4,4,53.0,422.0,92.25,4,55.0,452.0,106.7,4,55.0,500.0,123.25,4,55.0,460.0,110.4,4,55.0,464.0,97.0,4,55.0,456.0,109.55,4,55.0,482.0,96.7,4,53.0,432.0,97.2,4,55.0,482.0,96.2,4,55.0,432.0,109.7,4,55.0,434.0,96.2,1
5,53.0,412.0,104.26666666666667,5,52.0,468.0,96.7,5,56.0,470.0,98.02000000000001,5,55.0,440.0,102.40000000000002,5,52.0,454.0,96.1,7,56.0,510.0,90.43333333333334,7,53.0,470.0,96.7,5,52.0,444.0,102.69999999999999,6,54.0,442.0,114.02000000000001,5,54.0,500.0,104.76666666666667,5,54.0,460.0,97.0,6,54.0,406.0,107.05,7,53.0,466.0,89.19999999999999,5,52.0,444.0,95.8,6,53.0,468.0,109.44999999999999,7,53.0,500.0,95.9,2
6,52.0,492.0,126.1,5,53.0,440.0,116.6,8,54.0,508.0,119.39999999999999,5,52.0,476.0,104.8,6,53.0,430.0,116.1,5,55.0,534.0,118.23333333333333,7,56.0,478.0,109.05714285714285,7,54.0,478.0,124.45,5,57.5,482.0,116.38333333333333,5,54.0,484.0,124.55,6,53.0,412.0,107.05,5,52.0,468.0,124.05,6,53.0,456.0,124.4,6,57.0,466.0,114.27000000000001,5,53.0,482.0,121.35,5,52.0,478.0,112.72857142857143,8
8,59.0,494.0,94.76,5,55.0,444.0,102.40000000000002,4,55.0,456.0,106.7,7,55.0,428.0,81.4,6,57.0,488.0,95.56666666666668,6,55.0,398.0,107.05,5,57.0,494.0,103.0,7,57.0,460.0,76.74,6,57.0,484.0,95.83333333333333,7,57.0,460.0,82.85,7,57.0,474.0,109.05714285714285,4,53.0,442.0,78.76666666666667,5,55.0,470.0,98.02000000000001,7,55.0,472.0,89.19999999999999,4,53.0,456.0,75.2,5,55.0,464.0,97.0,3
4,54.0,414.0,84.6,4,54.0,392.0,86.5,4,54.0,450.0,86.1,4,54.0,424.0,86.0,4,54.0,436.0,109.2,4,54.0,442.0,84.5,4,54.0,436.0,84.3,4,54.0,422.0,78.76666666666667,4,54.0,456.0,109.7,4,54.0,440.0,86.3,4,54.0,476.0,87.0,4,54.0,442.0,106.05000000000001,4,54.0,444.0,85.5,4,54.0,444.0,85.0,4,54.0,428.0,92.25,4,54.0,416.0,85.3,6
3,53.0,410.0,83.94999999999999,3,53.0,432.0,99.4,3,53.0,410.0,98.7,3,53.0,434.0,88.26,3,53.0,464.0,98.8,3,53.0,412.0,93.825,3,53.0,398.0,97.65,3,53.0,466.0,101.825,3,53.0,432.0,85.1,3,53.0,420.0,88.83333333333333,3,53.0,420.0,85.26666666666667,3,53.0,418.0,101.66666666666667,3,53.0,390.0,97.9,3,53.0,480.0,99.0,3,53.0,426.0,84.35,3,53.0,492.0,98.7,12
6,53.0,414.0,107.05,6,53.0,450.0,127.7,4,51.0,466.0,126.55,5,52.0,486.0,112.72857142857143,4,48.0,462.0,127.5,4,52.0,456.0,127.2,4,55.0,466.0,132.22500000000002,4,51.0,430.0,127.7,5,57.5,480.0,127.1,4,55.0,456.0,106.05000000000001,4,51.0,444.0,127.3,5,54.0,504.0,114.53333333333335,5,53.0,450.0,105.63333333333333,5,54.0,448.0,102.40000000000002,5,52.0,472.0,117.25,6,52.0,452.0,114.02000000000001,0
5,56.0,492.0,116.38333333333333,7,57.0,436.0,126.67500000000001,5,49.0,446.0,102.69999999999999,6,53.0,442.0,114.02000000000001,5,50.0,488.0,110.7,6,57.0,458.0,123.66,6,56.0,472.0,114.27000000000001,7,55.0,488.0,109.05714285714285,8,51.0,412.0,116.45,8,57.0,492.0,117.63333333333333,5,53.0,514.0,110.2,5,53.0,462.0,97.0,6,55.0,458.0,114.9,7,54.0,500.0,110.1,8,55.0,468.0,112.7,5,52.0,476.0,111.9,6
3,53.0,404.0,73.9,3,53.0,464.0,72.7,3,53.0,440.0,72.8,3,53.0,414.0,83.94999999999999,3,53.0,450.0,73.1,3,53.0,494.0,71.9,3,53.0,452.0,70.8,3,53.0,468.0,70.8,3,53.0,424.0,85.26666666666667,3,53.0,428.0,85.1,3,53.0,414.0,78.65,3,53.0,474.0,101.825,3,53.0,434.0,88.83333333333333,3,53.0,438.0,71.5,3,53.0,434.0,72.9,3,53.0,428.0,71.6,11
3,53.0,450.0,72.5,3,53.0,416.0,91.85,3,53.0,402.0,71.9,3,53.0,480.0,70.95,3,53.0,472.0,74.1,3,53.0,498.0,73.0,3,53.0,428.0,71.9,3,53.0,412.0,73.0,3,53.0,482.0,73.0,3,53.0,426.0,70.80000000000001,3,53.0,406.0,72.9,3,53.0,446.0,72.3,3,53.0,444.0,73.1,3,53.0,494.0,72.0,3,53.0,460.0,72.7,3,53.0,434.0,82.9,15
7,49.0,404.0,121.9,6,54.0,492.0,118.15,6,55.0,412.0,119.5,6,55.0,510.0,122.55,6,53.0,484.0,121.6,5,56.0,480.0,120.2,7,55.0,450.0,121.1,10,56.0,502.0,121.6,6,49.0,458.0,121.8,7,54.0,462.0,121.25,6,52.0,494.0,121.6,6,51.0,508.0,121.4,5,51.0,432.0,121.2,7,58.0,440.0,116.56666666666666,6,56.0,472.0,106.1,5,55.0,460.0,121.25,2
4,53.0,450.0,95.9,4,53.0,412.0,93.825,4,53.0,426.0,96.5,4,53.0,414.0,83.94999999999999,4,55.0,442.0,88.26,4,53.0,468.0,89.5,4,53.0,460.0,98.0,4,53.0,402.0,97.65,4,53.0,454.0,83.94999999999999,4,53.0,450.0,96.2,4,53.0,414.0,88.83333333333333,4,53.0,418.0,98.9,4,53.0,470.0,91.1,4,53.0,466.0,96.1,4,53.0,444.0,97.0,4,53.0,450.0,97.2,4
5,53.0,448.0,97.9,6,56.0,476.0,104.66666666666667,5,55.0,472.0,109.7,5,54.0,462.0,96.1,8,54.0,508.0,124.35,5,53.0,442.0,122.1,6,53.0,464.0,93.925,8,56.0,470.0,87.39999999999999,8,60.0,520.0,108.59230769230768,8,56.0,530.0,89.55,6,56.0,482.0,78.0,8,59.0,466.0,113.56666666666666,5,56.0,526.0,87.025,6,55.0,518.0,95.85,5,54.0,508.0,97.6,7,61.0,476.0,117.83333333333333,13
3,53.0,462.0,70.2,3,53.0,430.0,70.80000000000001,3,53.0,452.0,71.5,3,53.0,464.0,70.3,3,53.0,436.0,70.2,3,53.0,428.0,71.4,3,53.0,426.0,71.4,3,53.0,452.0,95.275,3,53.0,432.0,71.1,3,53.0,432.0,83.45,3,53.0,448.0,70.6,3,53.0,420.0,78.16666666666667,3,53.0,414.0,71.1,3,53.0,430.0,70.5,3,53.0,430.0,82.30000000000001,3,53.0,476.0,70.95,11
6,58.0,534.0,123.63333333333333,4,51.0,476.0,92.225,4,52.0,464.0,124.5,5,53.0,450.0,109.2,4,51.0,428.0,101.66666666666667,5,49.0,478.0,122.8,6,55.0,468.0,127.14000000000001,6,55.0,516.0,122.55,7,55.0,510.0,123.9,6,56.0,474.0,121.4,4,50.0,462.0,121.9,4,54.0,468.0,122.8,6,53.0,464.0,135.5,4,52.0,452.0,108.81666666666666,4,56.0,486.0,120.9,4,52.0,472.0,140.10000000000002,13
5,51.0,460.0,136.22,5,55.0,462.0,106.7,5,54.0,438.0,101.4,7,54.0,452.0,121.95,7,57.0,484.0,114.27000000000001,5,52.0,436.0,116.56666666666666,6,54.0,446.0,121.9,5,51.0,440.0,133.20000000000002,7,54.0,534.0,122.0,7,57.0,516.0,121.42,8,52.0,470.0,163.35000000000002,5,55.0,460.0,132.22500000000002,6,59.0,490.0,116.38333333333333,8,58.0,466.0,101.52000000000001,5,51.0,444.0,109.2,7,58.0,488.0,120.3,11
4,54.0,406.0,78.65,4,54.0,420.0,101.66666666666667,4,54.0,408.0,88.8,4,54.0,390.0,86.0,4,54.0,414.0,86.8,4,54.0,432.0,86.7,4,54.0,438.0,85.1,4,54.0,408.0,86.4,4,54.0,450.0,91.1,4,54.0,418.0,86.7,4,54.0,436.0,78.25,4,54.0,422.0,85.26666666666667,4,54.0,450.0,84.6,4,54.0,482.0,84.0,4,54.0,410.0,84.9,4,54.0,450.0,87.6,13
7,57.0,474.0,114.27000000000001,5,54.0,508.0,131.6,6,57.0,466.0,125.2,5,54.0,432.0,116.56666666666666,8,58.0,466.0,101.52000000000001,7,58.0,504.0,139.35000000000002,7,55.0,466.0,114.9,6,57.0,488.0,124.05,6,58.0,466.0,138.26666666666668,5,55.0,460.0,132.22500000000002,7,57.0,514.0,121.42,6,58.0,496.0,125.55999999999999,6,57.0,540.0,127.6,5,54.0,440.0,136.9,6,58.0,550.0,119.47999999999999,7,59.0,504.0,123.3,15
4,53.0,482.0,118.0,6,54.0,442.0,157.45,4,54.0,438.0,158.2,7,58.0,524.0,130.33333333333334,4,54.0,488.0,145.26666666666668,5,53.0,442.0,133.20000000000002,4,53.0,484.0,157.75,7,54.0,474.0,159.5,6,57.0,462.0,130.425,4,52.0,470.0,168.56666666666666,6,56.0,470.0,138.26666666666668,4,54.0,456.0,157.9,6,56.0,548.0,119.47999999999999,6,51.0,472.0,113.03333333333335,6,56.0,468.0,132.93333333333334,5,53.0,470.0,136.22,1
3,54.0,476.0,110.39999999999999,3,54.0,438.0,126.8,3,54.0,428.0,127.1,3,54.0,484.0,128.6,3,54.0,524.0,108.84,3,54.0,464.0,128.2,3,54.0,446.0,126.9,3,54.0,442.0,126.05,3,54.0,482.0,127.7,3,54.0,486.0,128.3,3,54.0,454.0,128.7,3,54.0,508.0,128.2,3,54.0,516.0,99.55,3,54.0,472.0,128.0,3,54.0,484.0,126.8,3,54.0,454.0,128.7,0
7,51.0,446.0,114.02000000000001,5,51.0,440.0,112.7,7,54.0,464.0,109.6,6,59.0,488.0,116.38333333333333,9,53.0,494.0,116.7,7,53.0,474.0,110.8,5,50.0,448.0,112.4,7,58.0,476.0,114.27000000000001,6,56.0,516.0,110.95714285714287,5,55.0,468.0,106.7,6,51.0,492.0,112.72857142857143,5,51.0,452.0,109.64000000000001,8,55.0,510.0,118.36666666666667,5,52.0,440.0,116.56666666666666,8,58.0,470.0,101.52000000000001,8,48.0,458.0,112.5,13
9,52.0,518.0,119.39999999999999,5,50.0,466.0,126.55,5,51.0,450.0,109.64000000000001,7,50.0,446.0,114.02000000000001,7,53.0,450.0,124.2,5,55.0,466.0,106.7,7,57.0,480.0,117.83333333333333,5,54.0,444.0,124.0,5,49.0,460.0,125.1,6,56.0,518.0,110.95714285714287,5,51.0,470.0,123.9,6,55.0,460.0,135.5,6,53.0,504.0,105.83333333333333,6,55.0,476.0,120.23333333333333,6,54.0,466.0,125.9,6,50.0,494.0,112.72857142857143,5
6,52.0,470.0,121.13333333333333,6,50.0,472.0,117.25,6,48.0,402.0,121.3,6,54.0,442.0,120.9,4,49.0,430.0,114.0,6,53.0,466.0,118.76666666666667,4,48.0,436.0,122.8,5,53.0,450.0,121.1,4,50.0,472.0,101.825,6,55.0,430.0,120.9,5,54.0,460.0,120.8,5,53.0,450.0,133.20000000000002,7,54.0,478.0,119.73333333333333,7,55.0,468.0,121.25,7,54.0,528.0,122.4,8,55.0,488.0,109.05714285714285,12
6,57.0,456.0,89.35,8,56.0,492.0,100.45,5,54.0,484.0,92.225,7,52.0,472.0,95.5,5,55.0,462.0,93.74,5,54.0,422.0,98.225,5,54.0,478.0,94.7,9,56.0,480.0,109.05714285714285,7,53.0,440.0,100.72727272727273,6,59.0,464.0,94.3,7,54.0,522.0,110.95714285714287,5,54.0,470.0,115.12,5,53.0,486.0,86.02857142857142,5,51.0,474.0,89.5,7,55.0,508.0,95.0,5,53.0,480.0,81.74,9
5,56.0,530.0,106.15,7,57.0,470.0,113.03333333333335,8,57.0,486.0,125.96666666666665,7,55.0,476.0,104.66666666666667,5,56.0,450.0,98.5,6,57.0,530.0,87.025,7,57.0,464.0,105.65,6,57.0,518.0,97.8,9,57.0,528.0,108.59230769230768,7,57.0,512.0,120.10000000000001,6,57.0,466.0,104.6,7,57.0,524.0,104.35,5,56.0,500.0,108.4,7,57.0,470.0,93.925,6,57.0,472.0,104.8,7,57.0,520.0,106.3,7
5,54.0,434.0,82.9,5,56.0,444.0,88.15,7,57.0,474.0,106.1,5,54.0,464.0,93.74,9,57.0,520.0,108.59230769230768,6,57.0,520.0,87.025,5,56.0,492.0,115.2,5,56.0,478.0,83.2,5,55.0,432.0,87.55000000000001,9,57.0,462.0,76.74,5,54.0,506.0,76.3,6,57.0,526.0,77.64000000000001,5,56.0,466.0,82.4,5,58.0,500.0,87.75,5,56.0,456.0,87.75,5,54.0,438.0,88.26,8
4,56.0,484.0,110.39999999999999,4,56.0,448.0,122.9,4,56.0,460.0,123.3,4,56.0,458.0,123.6,4,56.0,434.0,122.8,4,56.0,462.0,122.6,4,56.0,490.0,104.5,4,56.0,476.0,117.15,4,56.0,454.0,123.5,4,56.0,510.0,124.2,4,56.0,462.0,123.7,4,56.0,450.0,126.05,4,56.0,480.0,122.8,4,56.0,460.0,122.3,4,56.0,462.0,109.21666666666665,4,56.0,498.0,92.13333333333334,0
7,57.0,480.0,130.425,5,57.0,504.0,87.75,7,57.0,478.0,106.1,5,55.0,448.0,87.55000000000001,5,57.0,482.0,81.74,5,57.0,450.0,88.15,5,55.0,450.0,88.26,5,55.0,464.0,87.75,6,57.0,498.0,81.0,5,55.0,480.0,93.35,5,55.0,470.0,93.2,5,55.0,424.0,93.825,7,57.0,522.0,110.95714285714287,5,57.0,490.0,86.02857142857142,7,57.0,470.0,94.8,7,57.0,536.0,123.63333333333333,10
5,52.0,474.0,108.8,6,53.0,520.0,93.4,6,52.0,436.0,94.3,5,52.0,428.0,94.2,6,53.0,470.0,121.9,5,52.0,430.0,95.1,5,53.0,428.0,108.2,5,53.0,474.0,106.075,6,56.0,500.0,93.65,6,55.0,438.0,93.8,6,52.0,436.0,94.5,7,56.0,444.0,100.72727272727273,4,53.0,440.0,95.275,4,52.0,446.0,99.10000000000001,5,54.0,484.0,93.35,5,52.0,430.0,100.01428571428572,14
6,58.0,458.0,104.6,6,56.0,466.0,125.875,7,56.0,524.0,104.35,7,58.5,514.0,120.10000000000001,9,56.0,484.0,106.36666666666667,6,53.0,510.0,101.9,5,54.0,454.0,112.5,7,53.0,464.0,105.65,9,58.5,520.0,108.59230769230768,6,55.0,460.0,104.8,7,54.0,484.0,112.9,5,54.0,494.0,111.3,6,56.0,542.0,128.55,5,52.0,498.0,108.4,7,52.0,522.0,110.7,6,51.0,528.0,111.6,12
7,55.0,446.0,100.72727272727273,6,57.0,444.0,69.7,5,53.0,432.0,69.2,6,54.0,466.0,81.94999999999999,6,58.0,448.0,89.66,6,56.0,484.0,70.3,5,57.0,486.0,118.0,4,53.0,426.0,78.16666666666667,5,56.0,472.0,92.225,4,53.0,480.0,70.0,5,55.0,480.0,70.3,5,56.0,440.0,69.4,7,58.0,426.0,108.15,7,60.0,536.0,68.85,4,52.0,440.0,70.5,4,54.0,482.0,73.39999999999999,15
4,54.0,496.0,107.78,5,58.0,492.0,110.61666666666667,6,57.0,546.0,128.55,6,56.0,454.0,149.3,5,57.0,506.0,119.26666666666667,7,55.0,478.0,124.6,6,56.0,478.0,149.0,7,58.0,496.0,120.10000000000001,4,54.0,478.0,119.66666666666667,9,59.0,524.0,108.59230769230768,4,54.0,460.0,119.5,6,57.0,518.0,123.25,6,54.0,464.0,121.9,7,57.0,482.0,130.425,6,56.0,476.0,125.875,6,56.0,468.0,118.83333333333333,0
8,55.0,508.0,123.9,7,53.0,472.0,125.9,5,54.0,466.0,93.74,5,53.0,484.0,118.0,5,56.0,498.0,128.1,8,55.0,484.0,119.73333333333333,9,55.0,470.0,109.05714285714285,5,53.0,446.0,119.7,7,55.0,466.0,138.26666666666668,5,55.0,486.0,145.26666666666668,7,55.0,470.0,127.14000000000001,6,53.0,470.0,136.22,7,55.0,556.0,119.47999999999999,8,58.5,480.0,114.27000000000001,7,48.0,432.0,108.15,5,53.0,478.0,117.15,11
7,56.0,510.0,120.10000000000001,7,54.0,494.0,121.35,5,56.0,530.0,106.15,7,56.0,426.0,115.9,9,56.0,528.0,108.59230769230768,5,56.0,488.0,110.61666666666667,8,56.0,440.0,116.91666666666667,6,57.0,500.0,113.85,7,56.0,554.0,119.47999999999999,8,56.0,520.0,130.33333333333334,5,54.0,474.0,101.825,5,54.0,476.0,115.2,6,57.0,508.0,106.85,6,57.0,460.0,113.0,5,56.0,494.0,108.4,5,56.0,486.0,115.5,5
5,52.0,468.0,124.5,5,51.0,470.0,140.10000000000002,7,57.0,480.0,155.5,5,54.0,470.0,157.75,6,56.0,468.0,132.22500000000002,8,57.0,486.0,156.1,5,56.0,492.0,145.26666666666668,6,55.0,472.0,136.22,7,55.0,472.0,127.14000000000001,5,53.0,484.0,118.0,7,56.0,450.0,157.45,7,52.0,470.0,135.5,5,55.0,496.0,157.1,6,53.0,514.0,131.6,8,60.5,482.0,143.4,6,54.0,474.0,125.875,2
5,55.0,418.0,93.825,6,56.0,528.0,77.64000000000001,7,53.0,462.0,93.925,6,54.0,448.0,101.4,5,52.0,496.0,81.8,7,52.0,466.0,81.7,6,55.0,454.0,89.66,5,55.0,472.0,92.225,7,53.0,476.0,104.8,6,54.0,462.0,109.64000000000001,5,54.0,462.0,93.74,6,57.0,450.0,89.35,7,52.0,508.0,105.83333333333333,5,54.0,478.0,81.74,7,51.0,460.0,113.03333333333335,5,52.0,420.0,100.01428571428572,1
5,52.0,468.0,124.5,8,56.0,520.0,121.42,7,53.0,472.0,120.23333333333333,8,54.0,486.0,119.73333333333333,7,53.0,464.0,118.76666666666667,6,54.0,448.0,116.56666666666666,6,54.0,470.0,117.4,5,53.0,474.0,117.15,7,59.0,494.0,116.38333333333333,7,48.0,428.0,108.15,5,53.0,456.0,119.7,7,53.0,500.0,105.83333333333333,8,59.5,484.0,114.27000000000001,7,53.0,438.0,100.72727272727273,5,51.0,420.0,117.75,6,53.0,514.0,131.6,13
7,52.0,458.0,118.76666666666667,8,56.0,520.0,121.42,6,55.0,462.0,136.22,7,55.0,436.0,100.72727272727273,7,48.0,430.0,108.15,7,52.0,470.0,120.23333333333333,6,54.0,466.0,117.4,9,56.5,524.0,108.59230769230768,6,54.0,440.0,116.56666666666666,5,54.0,468.0,115.12,5,53.0,460.0,119.7,7,56.0,488.0,124.05,5,51.0,418.0,117.75,5,50.0,428.0,123.5,5,55.0,488.0,117.3,8,54.0,510.0,123.9,6
7,56.0,482.0,70.1,4,51.0,490.0,70.8,6,54.0,452.0,82.55000000000001,8,56.0,454.0,70.2,5,54.0,432.0,81.36,5,55.0,476.0,71.2,6,56.0,456.0,108.81666666666666,7,60.0,532.0,77.64000000000001,6,56.0,500.0,71.0,6,55.0,486.0,70.3,5,54.0,464.0,84.7,4,53.0,480.0,72.96666666666665,4,51.0,446.0,76.8,7,56.0,480.0,70.0,7,56.0,524.0,87.025,4,53.0,414.0,74.8625,4
7,58.0,490.0,138.06666666666666,5,54.0,434.0,116.05000000000001,6,56.0,500.0,123.7,4,54.0,472.0,116.45,7,58.0,482.0,123.2,6,56.0,486.0,125.3,6,56.0,490.0,115.2,4,52.0,470.0,109.53333333333335,7,56.0,490.0,117.30833333333334,6,54.0,490.0,116.65,8,56.0,464.0,127.14000000000001,7,54.0,466.0,108.63333333333333,6,56.0,466.0,115.12,7,56.0,474.0,108.9,4,52.0,456.0,86.975,6,56.0,472.0,123.2,12
7,54.0,494.0,120.21428571428571,5,56.0,448.0,115.16666666666667,8,50.0,440.0,100.72727272727273,6,52.0,428.0,108.2,4,54.0,470.0,119.5,7,56.0,462.0,109.55,5,56.5,480.0,118.46666666666665,4,51.0,450.0,122.5,4,49.0,462.0,118.76666666666667,6,53.0,476.0,106.075,7,55.0,490.0,117.30833333333334,6,56.0,480.0,115.2,4,51.0,512.0,124.3,4,49.0,492.0,119.06666666666666,8,53.0,470.0,122.9,6,57.0,476.0,122.5,4
5,54.0,448.0,120.0,5,56.0,460.0,119.5,5,56.0,494.0,107.78,5,56.0,490.0,100.4,6,58.0,490.0,110.61666666666667,6,57.0,482.0,97.9,6,57.0,506.0,119.26666666666667,6,57.0,516.0,106.1,10,57.0,518.0,108.59230769230768,8,55.0,460.0,124.6,5,56.0,500.0,92.13333333333334,7,57.0,512.0,106.85,7,57.0,474.0,118.83333333333333,5,56.0,478.0,119.66666666666667,5,56.0,474.0,99.3,7,57.0,494.0,100.3,2
4,54.0,432.0,119.85999999999999,4,54.0,488.0,123.1,4,54.0,414.0,126.1,4,54.0,428.0,118.53333333333335,4,54.0,440.0,123.0,4,54.0,448.0,122.7,4,54.0,480.0,124.8,4,54.0,440.0,121.76666666666667,4,54.0,460.0,123.2,4,54.0,464.0,124.5,4,54.0,434.0,121.5,4,54.0,404.0,123.6,4,54.0,460.0,125.7,4,54.0,468.0,124.6,4,54.0,430.0,122.7,4,54.0,442.0,118.075,15
4,56.0,516.0,108.6,4,56.0,452.0,155.82222222222222,4,56.0,444.0,124.4,4,56.0,470.0,123.1,4,56.0,452.0,122.5,4,56.0,498.0,122.7,4,56.0,496.0,117.15,4,56.0,466.0,98.1,4,56.0,466.0,122.2,4,56.0,468.0,119.5,4,56.0,432.0,112.15,4,56.0,508.0,116.52000000000001,4,56.0,464.0,116.6,4,56.0,536.0,122.8,4,56.0,448.0,123.5,4,56.0,426.0,97.8,9
7,54.0,438.0,95.625,6,56.0,424.0,93.825,6,52.0,424.0,95.2,5,52.0,430.0,94.7,4,51.0,494.0,99.5,6,53.0,446.0,82.55000000000001,8,56.0,444.0,100.72727272727273,6,52.0,486.0,94.7,5,52.0,458.0,95.7,5,52.0,458.0,95.1,5,52.0,444.0,83.45,5,54.0,430.0,81.36,6,52.0,438.0,95.9,5,52.0,440.0,95.2,5,53.0,454.0,95.275,6,56.0,426.0,100.01428571428572,15
7,52.0,472.0,122.2,6,53.0,456.0,122.0,8,55.0,508.0,121.7,7,55.0,462.0,121.7,7,54.0,482.0,121.25,7,51.0,464.0,123.9,6,58.0,460.0,158.55,7,56.0,458.0,122.53333333333335,8,55.0,484.0,130.425,5,54.0,468.0,131.4,6,56.0,460.0,122.35,6,50.0,480.0,108.8,8,55.0,478.0,132.93333333333334,6,53.0,462.0,108.81666666666666,5,50.0,458.0,95.275,5,55.0,490.0,170.96666666666667,15
8,53.0,466.0,111.4,5,52.0,500.0,111.8,5,54.0,460.0,119.5,6,53.0,516.0,122.73333333333333,6,53.0,516.0,106.1,8,51.0,494.0,118.15,5,54.0,474.0,119.66666666666667,6,59.0,488.0,110.61666666666667,6,55.0,502.0,119.26666666666667,10,56.0,516.0,108.59230769230768,7,57.0,500.0,113.85,5,55.0,426.0,98.4,7,54.0,494.0,112.2,7,56.0,474.0,118.83333333333333,5,51.0,440.0,120.0,5,53.0,496.0,112.2,7
4,55.0,504.0,86.7,4,55.0,530.0,71.2,4,55.0,422.0,73.1,4,53.0,466.0,72.9,4,53.0,406.0,73.6,4,55.0,452.0,71.7,4,55.0,468.0,71.9,4,55.0,472.0,71.8,4,55.0,458.0,83.8,4,55.0,438.0,71.1,4,53.0,438.0,71.9,4,55.0,522.0,72.7,4,55.0,448.0,70.4,4,55.0,420.0,74.8625,4,53.0,466.0,70.3,4,55.0,456.0,98.1,13
6,57.0,520.0,68.4,4,53.0,478.0,70.4,7,57.0,552.0,77.64000000000001,5,57.0,468.0,69.69999999999999,4,55.0,560.0,71.65,6,57.0,462.0,69.9,6,57.0,482.0,81.74,4,55.0,476.0,99.61,4,55.0,418.0,74.8625,6,55.0,526.0,76.3,5,57.0,432.0,81.11666666666666,4,55.0,486.0,72.96666666666665,5,57.0,494.0,73.39999999999999,5,57.0,460.0,82.45,6,57.0,514.0,69.4,4,53.0,454.0,80.475,4
7,53.0,468.0,108.63333333333333,5,49.0,430.0,91.85,7,57.0,464.0,109.55,8,54.0,466.0,127.14000000000001,5,52.0,428.0,108.9,7,51.0,448.0,95.625,6,56.0,478.0,117.3,8,51.0,450.0,100.72727272727273,6,55.0,434.0,93.825,5,51.0,446.0,99.10000000000001,6,51.0,492.0,108.4,5,53.0,488.0,108.21666666666665,4,50.0,446.0,118.76666666666667,5,55.0,450.0,113.83333333333333,6,54.0,456.0,109.6,6,53.0,422.0,100.01428571428572,15
4,52.0,470.0,113.2,4,55.0,480.0,110.3,4,56.0,460.0,113.23333333333333,4,54.0,452.0,117.5,4,55.0,480.0,119.06666666666666,4,54.0,482.0,110.9,4,54.0,492.0,117.15,4,55.0,470.0,110.06666666666666,4,56.0,464.0,99.61,4,54.0,520.0,112.2,4,54.0,446.0,111.0,4,55.0,480.0,116.45,4,55.0,464.0,109.6,4,54.0,432.0,97.8,4,54.0,466.0,109.66666666666667,4,53.0,428.0,118.53333333333335,12
7,54.0,462.0,108.63333333333333,5,55.0,474.0,94.3,5,53.0,448.0,82.9,8,55.0,444.0,100.72727272727273,7,54.0,466.0,81.94999999999999,5,53.0,436.0,95.3,5,52.0,450.0,82.30000000000001,6,55.0,428.0,93.825,7,54.0,446.0,95.625,5,56.0,472.0,94.1,5,53.0,450.0,99.10000000000001,7,55.0,508.0,101.9,5,52.0,466.0,87.65,5,54.0,438.0,78.16666666666667,6,54.0,424.0,100.01428571428572,5,56.0,454.0,96.3,11
4,55.0,446.0,95.6,4,55.0,492.0,86.7,4,55.0,454.0,83.8,4,55.0,506.0,95.7,4,55.0,470.0,108.45,4,55.0,484.0,95.4,4,55.0,464.0,97.4,4,55.0,444.0,82.66666666666667,4,55.0,412.0,96.0,4,56.0,494.0,104.525,4,55.0,458.0,96.2,4,55.0,484.0,95.1,4,55.0,488.0,96.5,4,55.0,412.0,97.8,4,55.0,466.0,95.8,4,56.0,474.0,99.61,7
4,54.0,442.0,83.8,4,54.0,486.0,82.5,4,54.0,466.0,97.6,4,54.0,448.0,82.5,4,54.0,414.0,83.2,4,54.0,498.0,82.4,4,54.0,442.0,83.6,4,54.0,448.0,101.69999999999999,4,54.0,424.0,83.6,4,54.0,436.0,76.8,4,54.0,446.0,83.1,4,54.0,404.0,82.6,4,54.0,440.0,82.9,4,54.0,452.0,102.25,4,54.0,454.0,109.53333333333335,4,54.0,458.0,102.7,7
